id,name,neighborhood_overview,host_id,host_since,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,beds,amenities,price,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month
42357791,Rental unit in Rotterdam · ★4.82 · 1 bedroom · 2 beds · 1 bath,"The Vroesenpark is a beautifull parc in Rotterdam where you can buy a take away coffee and walk around. Also visit the ‘Kralingse Plas’ a lake and forest in the neighbourhood, 10min by bike. Also a super market is a 5 min walk.",17810764,7/8/2014,,N/A,N/A,N/A,f,1,t,t,Blijdorp,Entire rental unit,Entire home/apt,2,1 bath,2,[],,2,1125,11,4.82,4.91,4.73,4.91,5,4.64,4.55,f,0.24
42410280,Rental unit in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,"Ons plekje is uniek in Rotterdam! Omringd door water met veel groen (en heel veel leuke watervogels). Elke dag komen er wel een aantal vogels gezellig buurten! Vooral de grote zwanen zijn zeer imposant! En er is rust! Je hebt niet het gevoel zo dicht bij het centrum van Rotterdam te zijn.<br /><br />De Kralingse plas ligt op 5 minuten fiets afstand en als je een minuutje verder fietst, zit je in het centrum van Kralingen met zijn gezellige barretjes een eettentjes.<br /><br />Fiets je de andere kant op, dan ben je in 20 minuutjes (inclusief het pondje) in Kinderdijk, met al zijn mooie molens! <br /><br />En het blijft een fijn idee dat je met bus, tram en metro (die laatste bevind zich op een minuutje fiets afstand) zo in het bruisende hart van Rotterdam bent!!",15855950,5/22/2014,,within an hour,100%,24%,f,1,t,t,'s-Gravenland,Entire rental unit,Entire home/apt,2,1 bath,1,[],$116.00 ,1,1125,4,5,5,5,5,5,5,5,f,0.46
42642187,Home in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,"The house is located in the south of Rotterdam. It is within walking distance of the river, where you will find the entrance of the Maastunnel and other transportation options to get to the city. One fun experience is to take the watertaxi from here.",292824910,9/7/2019,"Hello!
My name is Ate, I'm 27 years old and living in Rotterdam. I would like to welcome you in this cosy place within this amazing city. Enjoy your stay!
 ",N/A,N/A,N/A,f,1,t,f,Oud Charlois,Entire home,Entire home/apt,2,1.5 baths,1,[],,3,1125,8,5,5,5,5,5,4.75,5,f,0.19
42658596,Home in Rotterdam · ★4.89 · 1 bedroom · 1 bed · 1.5 baths,"The house is located in a nice district. Blijdorp is a popular neighborhood in Rotterdam. Shops, bars and other initiatives popping up daily. Its close Rotterdam central, a tram stop, Blijdorp metro station,  a beautiful park, grocery stores, the zoo and way more.",302893992,10/17/2019,"Met mijn onderneming beheer ik meerdere woningen in Rotterdam bestemd voor kort zakelijk/vakantie verhuur.  Wij zijn 24/7 bereikbaar  en willen het verblijf van onze gasten zo aangenaam mogelijk maken. 

Tot snel!",within an hour,100%,79%,t,96,t,t,Bergpolder,Entire home,Entire home/apt,2,1.5 baths,1,[],$119.00 ,2,60,19,4.89,4.84,4.79,4.95,4.89,4.74,4.84,f,0.44
42729279,Condo in Rotterdam · ★4.92 · 1 bedroom · 1 bed · 1 bath,,20218342,8/18/2014,,within an hour,100%,100%,t,2,t,t,Provenierswijk,Entire condo,Entire home/apt,2,1 bath,1,[],$96.00 ,2,365,13,4.92,4.85,5,5,4.92,5,4.85,f,1.19
42735350,Home in Rotterdam · ★4.97 · 2 bedrooms · 2 beds · 3 baths,,1490519,12/10/2011," I moved from Amsterdam to Rotterdam in 2019, there I live together with my boyfriend and little baby boy. Rotterdam is a real cool city to explore!",within a few hours,100%,55%,t,2,t,t,Tarwewijk,Entire home,Entire home/apt,4,3 baths,2,[],$110.00 ,2,14,61,4.97,4.93,4.9,4.95,4.92,4.59,4.8,f,1.48
42806693,Guest suite in Rotterdam · ★4.80 · 1 bedroom · 1 bed · 1.5 baths,"Situated only 10 min. from Rotterdam city center in the old and lush green part of Rotterdam. With an architectual national monument (Bergpolderflat) right on the doorstep! The neighbourhood has some cozy restaurants, shops and parks to explore.<br /><br />You're in the center within moments. Here you can visit 'the Markthal', 'Cube houses', 'Witte de Withstraat' and many museums or architectural highlights. If you cycle the other way, to 'Kralingen' you will find the ever and green 'Kralingse Bos' where you can take a soothing walk or rent a boat for the day to explore Rotterdam by water.",18138978,7/15/2014,"World traveller, architecture nut",within an hour,100%,99%,f,3,t,t,Bergpolder,Private room in guest suite,Private room,2,1.5 baths,1,[],$74.00 ,2,14,160,4.8,4.83,4.67,4.89,4.86,4.66,4.68,f,3.72
42902571,Home in Rotterdam · ★4.86 · 3 bedrooms · 2 beds · 1.5 baths,"The house is located in a nice district. Het Oude noorden is a popular neighborhood in Rotterdam. Shops, bars and other initiatives popping up daily.<br /><br />The city centre is on walk distance and you are at the beach in 30 minutes!",302893992,10/17/2019,"Met mijn onderneming beheer ik meerdere woningen in Rotterdam bestemd voor kort zakelijk/vakantie verhuur.  Wij zijn 24/7 bereikbaar  en willen het verblijf van onze gasten zo aangenaam mogelijk maken. 

Tot snel!",within an hour,100%,79%,t,96,t,t,Oude Noorden,Entire home,Entire home/apt,4,1.5 baths,2,[],,2,7,21,4.86,4.86,4.81,4.9,4.9,4.81,4.81,f,0.5
43041179,Boutique hotel in Rotterdam · ★3.88 · 1 bedroom · 1 bed · 1 private bath,171 Urban Design Hotel is situated in Rotterdam Centre and features air-conditioned rooms. This property is located a short distance from attractions such as Markthal Rotterdam and Cube Houses. Free WiFi is at guests' disposal.,342537323,3/27/2020,,within an hour,100%,100%,f,3,t,t,Oude Westen,Room in boutique hotel,Private room,2,1 private bath,1,[],$134.00 ,1,1125,7,3.88,4.5,4.5,4.38,4.25,4.5,4.25,t,0.21
43053313,Cottage in Rotterdam · ★4.84 · 2 bedrooms · 2 beds · 2 baths,Terbregge is a wonderful family neighborhood with a snack bar and lovely restaurant.  Also includes a community center with a children's playground. Enjoy a bike ride along the river and jump in for a swim. Lovely walks to a nearby park with a pancake house and lake. Where you can feed the ducks or rent a paddle boat.,269746771,6/19/2019,,within a day,80%,89%,t,1,t,t,Terbregge,Entire cottage,Entire home/apt,4,2 baths,2,[],$148.00 ,4,1125,62,4.84,4.82,4.66,4.92,4.84,4.85,4.76,f,1.47
43058542,Rental unit in Rotterdam · ★4.22 · 1 bedroom · 1 bed · 1.5 baths,Situated only 4 min from Rotterdam city center in a green and quiet apartment block!,342758755,3/29/2020,"This is my profile! As a host I feel it's my duty to make you feel at home during your stay. I like to improve my accommodation based on reviews from actual guests and have made many (small) improvements overtime to increase the overall guest experience. 

Personally I travel quite often around the world and get a lot of inspiration from other people's accommodations as well. I believe that with our ideas combined together, we can create a picture-perfect 5 star accommodation. Welcome to your (temporary) home where we will be at your service 24 hours a day, 7 days a week. ",N/A,N/A,100%,f,1,t,t,Cs Kwartier,Entire rental unit,Entire home/apt,2,1.5 baths,1,[],,3,1125,45,4.22,4.53,4.27,4.78,4.76,4.58,4.24,f,1
43129921,Hotel in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 private bath,"Rotterdam is the ultimate place for a global nomad to feel at home with its melting pot of different cultures. Want to live like a local? Easy. Grab a Supernova bike and explore the hustle and bustle of the neighbourhood. Popular points of interest near the accommodation include Het Nieuwe Instituut, Chabot Museum and Sonneveld House. The nearest airport is Rotterdam The Hague Airport, 8 km from Supernova Hotel. You have great places to have breakfast, lunch or dinner just within 800 meter of the hotel. For local tips follow us on Instagram.",340185211,3/4/2020,,within an hour,100%,99%,t,8,t,t,Oude Westen,Room in hotel,Private room,2,1 private bath,1,[],$137.00 ,1,1125,4,5,5,5,5,4.75,4.75,4.75,f,0.15
43129940,Hotel in Rotterdam · ★4.81 · 1 bedroom · 1 bed · 1 private bath,"Rotterdam is the ultimate place for a global nomad to feel at home with its melting pot of different cultures. Want to live like a local? Easy. Grab a Supernova bike and explore the hustle and bustle of the neighbourhood. Popular points of interest near the accommodation include Het Nieuwe Instituut, Chabot Museum and Sonneveld House. The nearest airport is Rotterdam The Hague Airport, 8 km from Supernova Hotel. You have great places to have breakfast, lunch or dinner just within 800 meter of the hotel. For local tips follow us on Instagram.",340185211,3/4/2020,,within an hour,100%,99%,t,8,t,t,Oude Westen,Room in hotel,Private room,2,1 private bath,1,[],$142.00 ,1,1125,52,4.81,4.75,4.87,4.71,4.87,4.71,4.63,f,1.25
43129977,Hotel in Rotterdam · ★4.87 · 1 bedroom · 2 beds · 1 private bath,"Rotterdam is the ultimate place for a global nomad to feel at home with its melting pot of different cultures. Want to live like a local? Easy. Grab a Supernova bike and explore the hustle and bustle of the neighbourhood. Popular points of interest near the accommodation include Het Nieuwe Instituut, Chabot Museum and Sonneveld House. The nearest airport is Rotterdam The Hague Airport, 8 km from Supernova Hotel. You have great places to have breakfast, lunch or dinner just within 800 meter of the hotel. For local tips follow us on Instagram.",340185211,3/4/2020,,within an hour,100%,99%,t,8,t,t,Oude Westen,Room in hotel,Private room,4,1 private bath,2,[],$232.00 ,1,1125,15,4.87,4.8,4.87,4.93,4.87,4.73,4.73,f,0.37
43130019,Hotel in Rotterdam · ★4.74 · 1 bedroom · 1 bed · 1 private bath,"Rotterdam is the ultimate place for a global nomad to feel at home with its melting pot of different cultures. Want to live like a local? Easy. Grab a Supernova bike and explore the hustle and bustle of the neighbourhood. Popular points of interest near the accommodation include Het Nieuwe Instituut, Chabot Museum and Sonneveld House. The nearest airport is Rotterdam The Hague Airport, 8 km from Supernova Hotel. You have great places to have breakfast, lunch or dinner just within 800 meter of the hotel. For local tips follow us on Instagram.",340185211,3/4/2020,,within an hour,100%,99%,t,8,t,t,Middelland,Room in hotel,Private room,2,1 private bath,1,[],$147.00 ,1,1125,27,4.74,4.7,4.89,4.89,4.81,4.59,4.59,f,0.66
43130041,Hotel in Rotterdam · 1 bedroom · 1 bed · 1 private bath,"Rotterdam is the ultimate place for a global nomad to feel at home with its melting pot of different cultures. Want to live like a local? Easy. Grab a Supernova bike and explore the hustle and bustle of the neighbourhood. Popular points of interest near the accommodation include Het Nieuwe Instituut, Chabot Museum and Sonneveld House. The nearest airport is Rotterdam The Hague Airport, 8 km from Supernova Hotel. You have great places to have breakfast, lunch or dinner just within 800 meter of the hotel. For local tips follow us on Instagram.",340185211,3/4/2020,,within an hour,100%,99%,t,8,t,t,Oude Westen,Room in hotel,Private room,2,1 private bath,1,[],$162.00 ,1,1125,1,3,3,5,2,3,5,3,f,0.02
43130049,Hotel in Rotterdam · ★4.84 · 1 bedroom · 1 bed · 1 private bath,"Rotterdam is the ultimate place for a global nomad to feel at home with its melting pot of different cultures. Want to live like a local? Easy. Grab a Supernova bike and explore the hustle and bustle of the neighbourhood. Popular points of interest near the accommodation include Het Nieuwe Instituut, Chabot Museum and Sonneveld House. The nearest airport is Rotterdam The Hague Airport, 8 km from Supernova Hotel. You have great places to have breakfast, lunch or dinner just within 800 meter of the hotel. For local tips follow us on Instagram.",340185211,3/4/2020,,within an hour,100%,99%,t,8,t,t,Oude Westen,Room in hotel,Private room,2,1 private bath,1,[],$122.00 ,1,1125,25,4.84,4.8,4.76,4.72,4.84,4.48,4.52,f,0.6
43130067,Hotel in Rotterdam · ★4.71 · 1 bedroom · 2 beds · 1 private bath,"Rotterdam is the ultimate place for a global nomad to feel at home with its melting pot of different cultures. Want to live like a local? Easy. Grab a Supernova bike and explore the hustle and bustle of the neighbourhood. Popular points of interest near the accommodation include Het Nieuwe Instituut, Chabot Museum and Sonneveld House. The nearest airport is Rotterdam The Hague Airport, 8 km from Supernova Hotel. You have great places to have breakfast, lunch or dinner just within 800 meter of the hotel. For local tips follow us on Instagram.",340185211,3/4/2020,,within an hour,100%,99%,t,8,t,t,Middelland,Room in hotel,Private room,3,1 private bath,2,[],$187.00 ,1,1125,17,4.71,4.71,4.65,4.76,4.65,4.47,4.18,f,0.4
43130096,Hotel in Rotterdam · ★4.67 · 1 bedroom · 1 bed · 1 private bath,"Rotterdam is the ultimate place for a global nomad to feel at home with its melting pot of different cultures. Want to live like a local? Easy. Grab a Supernova bike and explore the hustle and bustle of the neighbourhood. Popular points of interest near the accommodation include Het Nieuwe Instituut, Chabot Museum and Sonneveld House. The nearest airport is Rotterdam The Hague Airport, 8 km from Supernova Hotel. You have great places to have breakfast, lunch or dinner just within 800 meter of the hotel. For local tips follow us on Instagram.",340185211,3/4/2020,,within an hour,100%,99%,t,8,t,t,Oude Westen,Room in hotel,Private room,2,1 private bath,1,[],$162.00 ,1,1125,27,4.67,4.74,4.7,4.78,4.81,4.67,4.63,f,0.65
43422167,Condo in Rotterdam · ★5.0 · 3 bedrooms · 3 beds · 1 bath,"The neighborhood is one of Rotterdam’s greenest and quietest. However, it is lined with cute pubs and hip coffee places. Also, you are never far away from downtown, where there is an abundance of food, drink and art culture.<br /><br />Right from the doorstep is a boulevard which can be followed for miles. To the city center, or away from it to the park.",19998362,8/14/2014,"Hi! I am a Dutch airline pilot with knack for traveling. I’m probably booking last-minute, because when on holiday I don’t plan ahead most of the times! Most often I travel together with Lotte, my girlfriend of 7 years. We live in Rotterdam.

Love music, reading, hiking, living with intent.

We have decided it would be fun to live in a different city for a few months, and therefore we rent out our apartment to reduce our own costs of staying somewhere. There are no reviews of the apartment itself as of yet, but I have been rated highly while travelling, and mean to perpetuate this while renting out. 

If you look at the map and the pictures you can see it’s a superb apartment. We are looking forward to meeting you.",N/A,N/A,100%,f,1,t,t,Provenierswijk,Entire condo,Entire home/apt,3,1 bath,3,[],$180.00 ,4,1125,3,5,5,5,5,5,5,4.67,f,0.38
43502968,Hotel in Rotterdam · 1 bedroom · 1 bed · 1 shared bath,171 Urban Design Hotel is situated in Rotterdam Centre and features air-conditioned rooms. This property is located a short distance from attractions such as Markthal Rotterdam and Cube Houses. Free WiFi is at guests' disposal.,342537323,3/27/2020,,within an hour,100%,100%,f,3,t,t,Oude Westen,Room in hotel,Private room,2,1 shared bath,1,[],$176.00 ,1,1125,1,4,4,5,5,5,5,2,t,0.03
43503221,Hotel in Rotterdam · 1 bedroom · 1 bed · 1 private bath,171 Urban Design Hotel is situated in Rotterdam Centre and features air-conditioned rooms. This property is located a short distance from attractions such as Markthal Rotterdam and Cube Houses. Free WiFi is at guests' disposal.,342537323,3/27/2020,,within an hour,100%,100%,f,3,t,t,Middelland,Room in hotel,Private room,2,1 private bath,1,[],$154.00 ,1,1125,0,,,,,,,,t,
43533886,Rental unit in Rotterdam · ★4.80 · 1 bedroom · 1 bed · 1 bath,,11203989,1/11/2014,"Hi there! I'm a creative, curious and open-minded girl living and working in Rotterdam. I love traveling, writing, photography, art and coffee. About the latter I write daily as an editor. Hope I can offer you a nice stay in Rotterdam! ",within a day,100%,75%,f,3,t,t,Nieuwe Westen,Entire rental unit,Entire home/apt,2,1 bath,1,[],$119.00 ,2,13,10,4.8,4.7,4.1,4.8,4.9,4.7,4.3,f,0.24
43535387,Boat in Rotterdam · ★4.67 · 5 bedrooms · 5 beds · 3 baths,"The Maritime District has it all, it's very centrally located and has all the highraise buildings and most of musea, bars & restaurants in walking distance.",436284753,12/16/2021,,N/A,N/A,N/A,f,13,t,t,Stadsdriehoek,Boat,Entire home/apt,11,3 baths,5,[],$503.00 ,1,10,23,4.67,4.63,4.5,4.54,4.79,4.88,4.17,f,0.55
43541339,Loft in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,"Witte de Withstraat also called White Street is without a doubt the coolest most vibrant street of Rotterdam. This street is also home to the very famous bar ‘De Witte Aap’,  voted ‘Best Bar in the World’ by Lonely Planet.<br /><br />Never a Dull Moment <br />With rows & rows of only proper good food, bars, clubs, wall arts & quirky shops igniting your senses, one should only fall in love with feeling so alive here. The true city vibe beats on this street, so if you're looking to stay right at the heart of Rotterdam, this is the place to be.",323938482,1/3/2020,,N/A,N/A,39%,f,29,t,t,Cool,Entire loft,Entire home/apt,2,1 bath,1,[],$150.00 ,7,365,3,5,5,5,5,5,5,5,f,0.12
43617815,Boat in Rotterdam · 4 bedrooms · 8 beds · 4 baths,"Rooms on Water ligt in het centrum van Rotterdam, in het Maritime District. Het is doorgaans een vrij rustige buurt. De Markthal, Oude Haven, markt, winkelstraten, musea en uitgaansstraten liggen allemaal heel vlakbij op loopafstand.",34928695,6/3/2015,"Ik heb in 2017 het ruim van dit voormalig vrachtschip verbouwd tot luxe accommodatie. Ik verheug me erop u aan boord en in Rotterdam te verwelkomen. 

Voordat ik dit bedrijf begon heb ik jarenlang met mijn man op een tweemastklipper gezeild met gasten, runden we op dit schip (wat nu Rooms on Water is) een winkel en werkplaats waarin we traditionele schepen restaureerden en was ik schipper op een watertaxi.",within an hour,100%,100%,t,3,t,t,Stadsdriehoek,Boat,Entire home/apt,8,4 baths,8,[],$675.00 ,2,14,1,4,4,5,4,4,5,4,t,0.03
43638250,Rental unit in Rotterdam · ★4.94 · 2 bedrooms · 6 beds · 1.5 baths,"Rotterdam has lots to offer: for children, young people or elderly people, in or on the water, high in the air (Euromast) or inside when it is more suitable.<br /><br />In Rotterdam you will never get bored exploring the city and it's surroundings.<br />Rotterdam is a must-see city with lots of attractions, museums, monuments and architectural highlights to look out for.<br />For kids, attractions at or on the water, city or port tours for every age and interest.<br />Cultural highlights just a few minutes walk:<br />- Maritiem Museum<br />- Wereld Museum<br />- Kunsthal<br />- Dutch Photo Museum<br />- National Historic Museum<br />- Galleries<br />- Cinema<br /><br />The big shopping area is just next door and you are surrounded by the finest bars and restaurants.",26152189,1/15/2015,,N/A,N/A,100%,f,1,t,t,Cool,Entire rental unit,Entire home/apt,6,1.5 baths,6,[],,2,1125,123,4.94,4.95,4.93,4.98,4.98,4.98,4.76,f,2.87
43684342,Rental unit in Rotterdam · ★4.95 · 2 bedrooms · 1 bed · 1 shared bath,,36784268,6/26/2015,,N/A,N/A,92%,t,4,t,t,Blijdorp,Private room in rental unit,Private room,1,1 shared bath,1,[],,2,7,19,4.95,4.89,4.74,5,5,4.89,4.95,f,0.44
43882530,Bed and breakfast in Rotterdam · ★4.88 · 1 bedroom · 2 beds · 1 private bath,Onze dijk is een dorpje in de stad. Vlakbij een winkelcentrum en diverse soorten openbaar vervoer. Met een redelijk groene omgeving met een park in de buurt.,105771911,12/1/2016,Kunst en muziek liefhebber met groene vingers,within an hour,100%,98%,t,2,t,t,Groot IJsselmonde,Private room in bed and breakfast,Private room,2,1 private bath,2,[],$85.00 ,1,7,64,4.88,4.91,4.97,4.95,4.97,4.77,4.78,f,1.59
44178675,Bed and breakfast in Rotterdam · ★4.94 · 8 bedrooms · 23 beds · 4.5 shared baths,"Hotspot van Rotterdam, dicht bij het centrum.<br />Luxor theater op 500 meter afstand<br />Vele restaurants in de buurt<br />Ahoy op 3 metro haltes afstand",228183003,11/29/2018,"Hi!
Ik ben Mario en eigenaar van het schip te samen met mijn vrouw Eelke.
Wij exploiteren het schip zowel stilliggend voor de wal als varend.
Wij wonen ook aan boord met onze hond, maar hebben ons privé verblijf.
Wij hopen u graag aan boord te mogen verwelkomen en u een onvergetelijk verblijf te mogen bieden.
",within an hour,100%,99%,t,4,t,t,Kop van Zuid,Private room in bed and breakfast,Private room,16,4.5 shared baths,23,[],$57.00 ,1,1125,31,4.94,4.9,4.74,4.84,4.97,5,4.9,t,3.6
44309254,Rental unit in Rotterdam · ★4.63 · 3 bedrooms · 3 beds · 2 baths,"The house is based in Rotterdam north (liskwartier). You will find public transport, restaurants, supermarkets and way more just around the corner.",302893992,10/17/2019,"Met mijn onderneming beheer ik meerdere woningen in Rotterdam bestemd voor kort zakelijk/vakantie verhuur.  Wij zijn 24/7 bereikbaar  en willen het verblijf van onze gasten zo aangenaam mogelijk maken. 

Tot snel!",within an hour,100%,79%,t,96,t,t,Liskwartier,Entire rental unit,Entire home/apt,6,2 baths,3,[],$219.00 ,2,14,26,4.63,4.63,4.11,4.96,4.93,4.78,4.48,f,0.63
45130010,Home in Rotterdam · ★4.93 · 1 bedroom · 1 bed · 1 shared bath,,186376672,4/26/2018,,within an hour,100%,99%,t,2,t,t,Oud Charlois,Private room in home,Private room,2,1 shared bath,1,[],$54.00 ,1,20,94,4.93,4.85,4.86,4.96,4.98,4.66,4.81,f,2.35
45311573,Houseboat in Rotterdam · ★5.0 · 1 bedroom · 1 bed · 1 bath,,14847029,4/28/2014,,within an hour,100%,96%,t,2,t,t,Blijdorp,Houseboat,Entire home/apt,2,1 bath,1,[],$189.00 ,2,1125,63,5,4.97,4.98,5,5,4.87,4.92,f,1.63
45342274,Hotel in Rotterdam · ★4.11 · 1 bedroom · 1 bed · 1 bath,"Within walking distance to Rotterdam Centraal Station and just a short drive from Rotterdam The Hague Airport (RTM) you are located in the vibrant area of Rotterdam North.<br /><br />Set along the banks of the Nieuwe Maas River, Rotterdam is Europe’s biggest port and offers diverse dining, shopping, and entertainment options. Explore the charming streets of this once-medieval city and be sure to visit modern landmarks like the soaring Euromast observation tower, Erasmus Bridge, and The Markthal.",365217950,8/31/2020,,within an hour,93%,99%,f,13,t,t,Agniesebuurt,Room in hotel,Private room,2,1 bath,1,[],$88.00 ,1,365,28,4.11,4.11,4.5,4.39,4.11,4.43,4.04,t,0.84
45342531,Hotel in Rotterdam · ★3.50 · 1 bedroom · 1 bed · 1 shared bath,"Within walking distance to Rotterdam Centraal Station and just a short drive from Rotterdam The Hague Airport (RTM) you are located in the vibrant area of Rotterdam North.<br /><br />Set along the banks of the Nieuwe Maas River, Rotterdam is Europe’s biggest port and offers diverse dining, shopping, and entertainment options. Explore the charming streets of this once-medieval city and be sure to visit modern landmarks like the soaring Euromast observation tower, Erasmus Bridge, and The Markthal.",365217950,8/31/2020,,within an hour,93%,99%,f,13,t,t,Agniesebuurt,Room in hotel,Private room,2,1 shared bath,1,[],$131.00 ,1,365,4,3.5,4.5,4.5,3.75,3.25,4,3.25,t,0.14
45345145,Townhouse in Rotterdam · ★5.0 · 4 bedrooms · 6 beds · 1 bath,,46736017,10/16/2015,,within a day,100%,50%,f,1,t,t,Schiebroek,Entire townhouse,Entire home/apt,6,1 bath,6,[],$310.00 ,7,1125,3,5,5,5,5,5,5,5,f,0.1
45357804,Rental unit in Rotterdam · ★4.85 · 1 bedroom · 1 bed · 1.5 baths,"Utterly bursting with life, and outside the usual tourist trail, the street and immediate neighbourhood has an addictive atmosphere. A One-of-a-kind fusion of Asian street culture, European indulgences, and Middle Eastern food-market energy. <br /><br />In 1 minute you can be relaxing on the bank of one of the widest and most magical canals in Rotterdam, the “Heemradsingel”. Wake up to the smells of the Bakery next door, and within a 30 second walk in either direction of the front door you have brunch and coffee hotspots, wood-fire Pizza, a truly unique fine-dining experience, and a beautiful open grassed ’square’ where the locals hang out on the grass as they soak up the vibe.",234684765,1/6/2019,,within an hour,100%,98%,t,2,t,t,Middelland,Entire rental unit,Entire home/apt,2,1.5 baths,1,[],$147.00 ,2,14,236,4.85,4.86,4.72,4.95,4.89,4.74,4.77,f,5.93
45359058,Rental unit in Rotterdam · ★4.84 · 1 bedroom · 1 bed · 1 bath,"Utterly bursting with life, and outside the usual tourist trail, the street and immediate neighbourhood has an addictive atmosphere. A One-of-a-kind fusion of Asian street culture, European indulgences, and Middle Eastern food-market energy.<br />In 1 minute you can be relaxing on the bank of one of the widest and most magical canals in Rotterdam, the “Heemradsingel”, a Bakery next door, and within a 30 second walk in either direction of the front door you have brunch and coffee hotspots, wood-fire Pizza, a truly unique fine-dining experience, and a beautiful open ’square’ where the locals hang out on the grass as they soak up the vibe.",234684765,1/6/2019,,within an hour,100%,98%,t,2,t,t,Middelland,Entire rental unit,Entire home/apt,2,1 bath,1,[],$132.00 ,2,14,200,4.84,4.89,4.78,4.98,4.87,4.76,4.69,f,5.16
45514219,Home in Rotterdam · 2 bedrooms · 2 beds · 1 bath,,11067740,1/6/2014,,N/A,N/A,50%,f,2,t,t,Oude Noorden,Entire home,Entire home/apt,4,1 bath,2,[],$250.00 ,7,1125,0,,,,,,,,f,
45552823,Boat in Rotterdam · 1 bedroom · 2 beds · 1 private bath,Historische Veerhaven heeft diverse restaurantjes en het Wereldmuseum. Het westelijk handelskwartier biedt een unieke inkijk in de oude handelshaven.,91765754,8/25/2016,,N/A,N/A,100%,t,4,t,t,Nieuwe Werk,Private room in boat,Private room,2,1 private bath,2,[],,2,1125,0,,,,,,,,t,
45555469,Boat in Rotterdam · ★4.89 · 3 bedrooms · 7 beds · 3 baths,"Vele restaurantjes, centrum Rotterdam met het mooiste uitzicht op de skyline van Rotterdam",91765754,8/25/2016,,N/A,N/A,100%,t,4,t,t,Nieuwe Werk,Boat,Entire home/apt,9,3 baths,7,[],,2,1125,19,4.89,4.84,4.79,4.95,4.79,5,4.84,t,0.74
45723249,Houseboat in Rotterdam · ★4.69 · 5 bedrooms · 11 beds · 2 baths,,4104827,11/9/2012,"Hi, me and my wife are really boat lovers! This is the reason why we turned this beautiful old cargo vessel into a lovely nice city apartment / loft. This will give you the unique opportunity to live for a few day;s in an ancient vessel. As real Rotterdam people we can tell you about all the nice things the city of Rotterdam has to explore, such as good bars and food and culture. We are delighted to welcome you on board!",within an hour,100%,99%,f,13,t,t,Kop van Zuid - Entrepot,Houseboat,Entire home/apt,8,2 baths,11,[],$367.00 ,1,365,32,4.69,4.59,4.38,4.72,4.88,4.72,4.59,t,1.17
45754145,Home in Rotterdam · ★4.94 · 1 bedroom · 1 bed · 1 private bath,,335692286,2/12/2020,Real happiness lies in making others happy! ,within a few hours,100%,83%,f,2,t,t,Tarwewijk,Private room in home,Private room,1,1 private bath,1,[],,3,100,17,4.94,4.94,4.94,4.94,5,4.76,5,f,0.47
45838500,Rental unit in Rotterdam · 3 bedrooms · 8 beds · 1 bath,,4104827,11/9/2012,"Hi, me and my wife are really boat lovers! This is the reason why we turned this beautiful old cargo vessel into a lovely nice city apartment / loft. This will give you the unique opportunity to live for a few day;s in an ancient vessel. As real Rotterdam people we can tell you about all the nice things the city of Rotterdam has to explore, such as good bars and food and culture. We are delighted to welcome you on board!",within an hour,100%,99%,f,13,t,t,Kop van Zuid - Entrepot,Entire rental unit,Entire home/apt,8,1 bath,8,[],$265.00 ,1,365,0,,,,,,,,t,
45838633,Rental unit in Rotterdam · 2 bedrooms · 4 beds · 1 bath,,4104827,11/9/2012,"Hi, me and my wife are really boat lovers! This is the reason why we turned this beautiful old cargo vessel into a lovely nice city apartment / loft. This will give you the unique opportunity to live for a few day;s in an ancient vessel. As real Rotterdam people we can tell you about all the nice things the city of Rotterdam has to explore, such as good bars and food and culture. We are delighted to welcome you on board!",within an hour,100%,99%,f,13,t,t,Kop van Zuid - Entrepot,Entire rental unit,Entire home/apt,4,1 bath,4,[],$148.00 ,1,365,1,4,5,3,5,5,5,4,t,0.04
46047837,Home in Rotterdam · 1 bedroom · 1 shared bath,,343744261,4/12/2020,,within a day,100%,43%,f,5,t,t,Oude Noorden,Private room in home,Private room,1,1 shared bath,,[],$40.00 ,30,180,2,3.5,3.5,4,3.5,3.5,4.5,4,f,0.06
46129295,Rental unit in Rotterdam · ★4.65 · 1 bedroom · 1 bed · 1 bath,"You will find everything you need in this neighbourhood. Rotterdam central is only 3 minutes walk, in front of the building you will find a metro station, tram stop, supermarket, bars, restaurants and way more.",302893992,10/17/2019,"Met mijn onderneming beheer ik meerdere woningen in Rotterdam bestemd voor kort zakelijk/vakantie verhuur.  Wij zijn 24/7 bereikbaar  en willen het verblijf van onze gasten zo aangenaam mogelijk maken. 

Tot snel!",within an hour,100%,79%,t,96,t,t,Cs Kwartier,Entire rental unit,Entire home/apt,2,1 bath,1,[],$149.00 ,3,365,17,4.65,4.76,4.41,4.82,4.88,4.88,4.41,f,0.45
