id,name,neighborhood_overview,host_id,host_since,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms_text,beds,amenities,price,minimum_nights,maximum_nights,availability_30,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month
50701524,Condo in Den Haag · ★4.99 · 1 bedroom · 1 bed · 1 bath,Op het strand en de boulevard zijn we eigenlijk iedere dag wel te vinden  om lekker uit te waaien. Het centrum van Den Haag is op de fiets in nog geen 15 minuten te bereiken met verschillende leuke bezienswaardigheden. Kortom genoeg leuke dingen te doen! Leef je lekker uit en kom tot rust bij Beach House Rodine.,409714549,6/28/2021,,within an hour,100%,96%,t,1,t,t,Scheveningen Badplaats,Entire condo,Entire home/apt,2,1 bath,1,[],$151.00 ,7,30,12,292,80,4.99,4.95,4.99,4.99,5,4.99,4.81,t,2.68
50740191,Townhouse in Den Haag · ★4.33 · 1 bedroom · 1 bed · 1.5 baths,"With a 5 min. walk to the beach and a 15 min. tram ride to the Hague City Center, this house is perfectly located in Scheveningen. <br />For restaurants and bars you can go to the boulevard, the port of Scheveningen, the Pier, or try out one of the many local places all around. <br />If you want to enjoy a nice walk in nature, you can go to the dunes, to the multiple small forests and parks nearby, and of course to the beach.<br />Fancy a day shopping? You'll have plenty of choice between the Badhuisstraat, the Keizerstraat and the Palace Promenade.<br />There are many other activities you can do in Scheveningen, like surfing, going to a musical at the Circus Theater, going to the casino, the movies or to a museum.<br />There is something to do for everyone!",141988286,7/23/2017,,within a day,100%,36%,f,1,t,t,Scheveningen Badplaats,Entire townhouse,Entire home/apt,2,1.5 baths,1,[],$115.00 ,5,1125,0,39,6,4.33,4.33,3.83,5,4.67,5,3.33,f,0.21
50787572,Condo in Den Haag · ★4.44 · 1 bedroom · 1 bed · 1 shared bath,,410459704,7/2/2021,"An Afropean Dutch, lover of life, working at an International Organization and a travel enthusiast. ",within an hour,100%,99%,f,2,t,t,Moerwijk-Noord,Private room in condo,Private room,2,1 shared bath,1,[],$50.00 ,1,1125,23,74,57,4.44,4.53,4.33,4.67,4.53,4.32,4.23,t,2
50802802,Condo in Den Haag · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,"Lively, yet quaint area<br />My house sits in the lively 'Bezuidenhout' area, straight across from a historic courtyard. A 2-min walk takes you to the Theresiastraat which is full of cafes, restaurants, grocery stores and other useful stores. <br />Walk another 2 minutes and you find yourself in the 'Haagse Bos', the park that used to be part of the King's palace - nowadays open to the public. This is the perfect place to unwind, go for a stroll, or seek some coolness on a hot summer day.  <br /><br />Beach<br />You have access to the beach through the Haagse Bos (25 min) or in a straight line (15 min). <br /><br />Airport/Amsterdam<br />Train station Den Haag Laan van NOI is a 10 minute walk. Every 15 minutes a train departs to the airport (20 min) and Amsterdam (30 min).",13744043,3/31/2014,"I love meeting people from different parts of the world. AirBnB is a great solution for me as a user and a host. Always looking to create or find a local, authentic experience. ",N/A,N/A,100%,f,1,t,t,Bezuidenhout-Oost,Entire condo,Entire home/apt,2,1.5 baths,1,[],$139.00 ,4,12,0,217,17,5,5,4.76,5,5,4.94,5,f,0.57
50808994,Rental unit in Den Haag · ★4.93 · 1 bedroom · 1 bed · 1 bath,,132630030,5/30/2017,,N/A,N/A,100%,t,1,t,t,Heesterbuurt,Entire rental unit,Entire home/apt,2,1 bath,1,[],,2,21,0,0,14,4.93,4.93,4.57,4.93,5,4.64,4.71,t,0.48
50820421,Rental unit in Den Haag · ★4.40 · Studio · 2 beds · 1 bath,,10239880,11/24/2013,"Flexible, Positive spirit and open mind. 

Both as a host and guest I am respectful, helpful and easy going. 
If I may say this about myself. 

Love to travel and visit and experience new spaces and places. ",within an hour,100%,92%,f,120,t,t,Scheveningen Badplaats,Entire rental unit,Entire home/apt,4,1 bath,2,[],$110.00 ,1,365,1,58,5,4.4,4.4,4.8,4.4,3.8,5,4.2,f,0.3
50835102,Townhouse in Den Haag · ★5.0 · 4 bedrooms · 3 beds · 3.5 baths,,2110978,4/10/2012,,within an hour,100%,100%,f,1,t,t,Waalsdorp,Entire townhouse,Entire home/apt,6,3.5 baths,3,[],$260.00 ,7,35,13,151,9,5,5,4.89,5,5,4.67,4.78,f,0.31
50848319,Rental unit in Den Haag · ★5.0 · 2 bedrooms · 3 beds · 2 baths,"The gorgeous Belgisch Park neighborhood is full of local beach fans. Close enough to the beach to enjoy a beautiful summers day, but far away enough from the loud, busy streets to give you peace and quiet when you need it.",9777287,11/3/2013,"A recent Scheveningen local that has lived in places from Brazil to Australia.
A dutchie at heart and am now living in the glorious Scheveningen area",N/A,N/A,N/A,f,1,t,t,Belgisch Park,Entire rental unit,Entire home/apt,6,2 baths,3,[],,4,1125,0,0,7,5,5,4.86,5,5,4.86,4.71,f,0.24
50849513,Condo in Den Haag · ★4.80 · 2 bedrooms · 3 beds · 1.5 baths,,67090572,4/13/2016,,N/A,N/A,70%,f,1,t,t,Scheveningen Badplaats,Entire condo,Entire home/apt,4,1.5 baths,3,[],,3,1125,0,0,5,4.8,4.4,4.4,5,5,5,4.6,f,0.89
50885937,Townhouse in Den Haag · ★5.0 · 2 bedrooms · 3 beds · 2 baths,"Het is een kindvriendelijk buurtje. Mensen kennen elkaar, houden rekening met elkaar, maar laten elkaar ook. Het ligt heel dichtbij het strand, paar minuutjes lopen. Dus een duik in de zee en dan thuis douchen is geen probleem. Ook zijn er veel parken en bossen in de buurt. En met de team ben je zo in de binnenstad van Den Haag.",57381662,2/4/2016,,within a few hours,100%,67%,f,1,t,t,Scheveningen Badplaats,Entire townhouse,Entire home/apt,4,2 baths,3,[],$130.00 ,6,1125,2,25,4,5,4.75,4.5,5,5,5,4.75,f,0.23
50891644,Rental unit in Den Haag · ★4.60 · 2 bedrooms · 3 beds · 1.5 baths,,256357369,4/17/2019,,N/A,N/A,100%,t,1,t,t,Heesterbuurt,Entire rental unit,Entire home/apt,4,1.5 baths,3,[],$165.00 ,5,30,11,11,10,4.6,4.5,4.5,5,4.7,4.6,4.2,t,0.48
50966780,Rental unit in Den Haag · ★4.57 · Studio · 1 bed · 1 bath,,19894111,8/12/2014,,within an hour,100%,100%,f,8,t,t,Rivierenbuurt-Noord,Entire rental unit,Entire home/apt,2,1 bath,1,[],$70.00 ,2,60,18,78,82,4.57,4.68,4.64,4.88,4.78,4.57,4.45,t,2.76
50966988,Condo in Den Haag · ★4.63 · 1 bedroom · 1 bed · 1 bath,Het appartement is gelegen tussen HS en Den Haag CS. Het centrum met al zijn bezienswaardigheden en cafes is op 10 min loopafstand.,19894111,8/12/2014,,within an hour,100%,100%,f,8,t,t,Rivierenbuurt-Noord,Entire condo,Entire home/apt,3,1 bath,1,[],$106.00 ,2,60,13,46,30,4.63,4.77,4.5,4.9,4.87,4.43,4.43,f,1.72
50969001,Home in Den Haag · ★4.14 · 3 bedrooms · 4 beds · 1 bath,"Its in the middle of an old fishing village <br />Close to the harbour and realy close to the beach. <br />Shops, restaurants, bars etc all within 5 min walk",257089337,4/21/2019,,N/A,N/A,100%,f,1,t,t,Visserijbuurt,Entire home,Entire home/apt,4,1 bath,4,[],,6,1125,0,0,7,4.14,4,3.71,4.14,4.14,4.43,3.71,t,0.41
50990091,Serviced apartment in Den Haag · ★4.70 · 2 bedrooms · 2 beds · 1.5 baths,,61406693,3/3/2016,,within an hour,100%,99%,f,1,t,t,Willemspark,Entire serviced apartment,Entire home/apt,4,1.5 baths,2,[],$201.00 ,2,30,19,316,126,4.7,4.81,4.24,4.92,4.79,4.95,4.56,t,4.25
51065704,Condo in Den Haag · ★4.77 · 2 bedrooms · 2 beds · 1 bath,,14273604,4/14/2014,-,within a day,100%,31%,f,1,t,t,Bezuidenhout-Oost,Entire condo,Entire home/apt,4,1 bath,2,[],$150.00 ,2,365,0,296,13,4.77,4.85,4.92,4.92,5,4.38,4.38,f,0.46
51083078,Rental unit in Den Haag · ★4.49 · 1 bedroom · 1 bed · Private half-bath,,374340160,11/3/2020,,within a few hours,100%,89%,f,4,t,t,Bezuidenhout-Oost,Private room in rental unit,Private room,1,Private half-bath,1,[],$42.00 ,1,40,4,25,53,4.49,4.64,4.62,4.55,4.55,4.6,4.51,f,2.84
51127123,Rental unit in Den Haag · ★4.58 · 2 bedrooms · 4 beds · 1.5 baths,,272818723,7/1/2019,,within an hour,90%,100%,f,2,t,t,Transvaalkwartier-Midden,Entire rental unit,Entire home/apt,6,1.5 baths,4,[],$90.00 ,1,1125,0,245,19,4.58,4.79,4.47,4.79,4.47,4.16,4.53,t,0.65
51137061,Home in Den Haag · 2 bedrooms · 3 beds · 1 bath,,58572113,2/13/2016,,N/A,N/A,100%,f,1,t,t,Lage Veld,Entire home,Entire home/apt,4,1 bath,3,[],,4,14,0,0,2,4.5,4.5,4.5,5,5,4.5,4.5,f,0.07
51204598,Villa in Den Haag · ★4.50 · 1 bedroom · 2 beds · 1.5 baths,"Leuke buurt, Belgisch Park en Kurhausplein, Circustheater , Boulevard, strand, duinen en Westbroekpark, binnen loopafstand van ca 500 m",7518101,7/16/2013,"Hoi ik ben Amelia en run een leuke B&B in Scheveningen vlakbij het strand, Circustheater, Kurhaus en boulevard. Carpe Diem is mijn motto en ik vind het prettig als mijn gasten het naar hun zin hebben. Ik verwacht wel dat gasten rekening houden met elkaar en met de buren. 
Onze accommodatie is niet geschikt voor mindervaliden en hulpbehoevenden. De tuin is privé, maar er is buiten bij de ingang een zitgelegenheid voor gasten. Huisdieren kunnen wij helaas niet toestaan. Toeristenbelasting dient ter plaatse liefst contact voldaan te worden. Voor tarief zie denhaag.nl. Parkeren is (behoudens Tapijtweg) overal betaald in Scheveningen. Wij kunnen faciliteren met aanmelden via gemeente-app tegen betaling. Parkeren is en blijft een eigen verantwoordelijkheid. Mocht ik niet bereikbaar zijn dan is er mijn man Andre of onze Sonja, die alles regelen. 
Bent u tevreden zeg het voort, heeft u klachten, vragen of wensen laat het ons dan direct weten a.u.b. Een prettig verblijf en veel plezier in Scheveningen wens ik alle gasten. Daar zet ik mij voor in en dat maakt het leuk!",within an hour,100%,77%,f,7,t,t,Belgisch Park,Private room in villa,Private room,2,1.5 baths,2,[],$93.00 ,1,1125,0,0,102,4.5,4.5,4.5,4.65,4.58,4.89,4.27,f,3.49
51222933,Loft in Den Haag · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,Benoordenhout,3061787,7/26/2012,"Hi, my name is Eur (short for Eugenie). 

I love travelling and especially experiencing new places ‘like a local’. So no hotels for me, just Airbnb!

I'm not just familiar with renting places on Airbnb, but also hosting, as I own a great apartment in The Hague, that rent out while I’m traveling. 

I speak English and Dutch. I don’t smoke and I'm very neat and organized. I will  treat every property with care. And hope you do the same with mine :)",within a few hours,100%,33%,f,3,t,t,Van Hoytemastraat en omgeving,Entire loft,Entire home/apt,4,1.5 baths,2,[],$143.00 ,7,30,0,0,5,5,5,5,5,5,5,4.8,f,0.18
51280911,Rental unit in Den Haag · 3 bedrooms · 3 beds · 2 baths,,270242145,6/21/2019,"Hi, I’m Tamara. I’m part of the Belvilla Customer service team. My colleagues and I are looking forward to assist you when booking our properties on Airbnb. You can count on our support before, during and after your holiday. Any questions? Just let us know!

Belvilla is a leading European specialist in the rental of unique, self-catering holiday homes and apartments. We bring more than 35 years of experience in satisfying our guests (you!) and helping them find the perfect holiday. When you stay in a Belvilla home, you can be sure you will enjoy a unique holiday home in ideal surroundings. We’re looking forward to welcoming you in a Belvilla and love to hear from you!
",within an hour,100%,96%,f,1322,t,t,Vogelwijk,Entire rental unit,Entire home/apt,6,2 baths,3,[],$255.00 ,1,28,30,365,1,5,5,4,5,5,5,5,t,0.04
51293257,Condo in Den Haag · ★5.0 · 1 bedroom · 1 bed · 1 bath,"The Geuzen- and Statenkwartier is a popular district in The Hague where many international organisations and expats are located. In this district there are many historical homes from the start of the last century that are spacious and stately in character. Broad avenues run through the district, interspersed with beautiful squares and pleasant streets. Frederik Hendriklaan, the popular shopping street, is here, and there is a wide array of restaurants. Feel like getting a breath of fresh air with a fantastic sea view? The Scheveningen boulevard and the Pier are just a stone’s throw away. You also don’t have to go far for a walk in natural surroundings. Westbroekpark and the Scheveningse Bosjes are just around the corner, where you can take a stroll, get in some exercise, paddle around in boats or enjoy festivals like Parade in spring and summer.",397689918,4/19/2021,,N/A,N/A,N/A,f,1,t,t,Statenkwartier,Entire condo,Entire home/apt,2,1 bath,1,[],,3,30,0,0,8,5,5,4.88,5,5,4.88,4.63,f,0.45
51467857,Home in Den Haag · ★4.86 · 1 bedroom · 1 bed · 1.5 baths,,416855359,8/4/2021,,N/A,N/A,88%,f,1,t,t,Valkenboskwartier,Entire home,Entire home/apt,2,1.5 baths,1,[],$100.00 ,3,365,0,13,7,4.86,4.86,4.86,4.86,4.86,4.86,4.86,f,0.25
51498167,Condo in Den Haag · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,,72094069,5/15/2016,,within an hour,100%,92%,t,1,t,t,Scheveningen Badplaats,Entire condo,Entire home/apt,4,1.5 baths,2,[],$300.00 ,3,14,16,351,28,5,5,5,5,5,4.96,4.86,f,0.97
51499293,Condo in Den Haag · 1 bedroom · 1 bed · 1.5 baths,,27697288,2/13/2015,,N/A,N/A,N/A,f,2,t,t,Scheveningen Badplaats,Entire condo,Entire home/apt,2,1.5 baths,1,[],,2,365,0,0,2,5,5,5,5,5,5,4.5,f,0.07
51527040,Home in Den Haag · ★5.0 · 4 bedrooms · 2 beds · 3 baths,,18026719,7/13/2014,"I am Marco. Love to travel with my family. Discover New places and meet New people. Studied, worked and Lived in Germany and England.  ",within an hour,100%,97%,t,3,t,t,Van Hoytemastraat en omgeving,Entire home,Entire home/apt,4,3 baths,2,[],$155.00 ,2,65,0,0,7,5,5,5,5,5,4.86,4.86,f,0.25
51538165,Home in Den Haag · ★5.0 · 4 bedrooms · 4 beds · 3 baths,,13926343,4/5/2014,,within a few hours,100%,0%,f,1,t,t,Zeeheldenkwartier,Entire home,Entire home/apt,6,3 baths,4,[],$315.00 ,6,730,9,187,3,5,5,4.67,5,5,5,4.67,f,0.11
51609585,Rental unit in Den Haag · ★4.69 · 1 bedroom · 2 beds · 1.5 baths,,41059083,8/10/2015,I am 30 years old and love to travel. I like to experience new places and learn from the locals what makes that place special. ,N/A,N/A,100%,f,1,t,t,Geuzenkwartier,Entire rental unit,Entire home/apt,3,1.5 baths,2,[],,3,365,0,0,13,4.69,5,4.31,4.85,4.85,4.69,4.31,f,0.46
51650966,Rental unit in Den Haag · ★4.45 · 1 bedroom · 2 beds · 1 bath,"Loopafstand van boulevard en strand/ Kurhaus, Circus Theater. <br />Walking distance from beach and boulevard .",38531421,7/15/2015,,within a few hours,90%,99%,f,2,t,t,Belgisch Park,Entire rental unit,Entire home/apt,4,1 bath,2,[],$79.00 ,2,90,0,0,85,4.45,4.64,4.37,4.84,4.79,4.9,4.3,f,3.11
51958263,Rental unit in Den Haag · 2 bedrooms · 2 beds · 1 bath,,9165668,10/1/2013,"Multiple properties in The Hague also for longer stays.

About me:
I was born in the Netherlands and traveled all over the world, at this moment I own a housing company in The Hague. Aiming for a comfortable life with freedom, travel and (spiritual) growth

Comapany(four star apartments)
My company has over 50 apartments for long and short stay.  We have a hosting team to lookout for your comfort and to makesure that you have a smooth stay.",within an hour,96%,81%,f,80,t,t,Scheveningen Badplaats,Entire rental unit,Entire home/apt,4,1 bath,2,[],$300.00 ,7,1125,30,365,1,5,5,5,5,5,4,4,f,0.04
52020487,Condo in Den Haag · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,,114895276,2/4/2017,,within a few hours,100%,100%,f,2,t,t,Valkenboskwartier,Entire condo,Entire home/apt,3,1.5 baths,2,[],,5,30,0,0,4,5,5,4.75,5,5,4.75,4.75,t,0.28
52025807,Townhouse in Den Haag · ★4.72 · 1 bedroom · 1 bed · 1 private bath,"The location of the house is in a lively neighborhood, with shops and restaurants around the corner. <br />Both the city centre and the beach are easily reached. On bike ( which is the Dutch and best way I suppose to get around) about only 15 minutes. <br />Public transport is a no-minute walk which can also  bring you there in the same time. As well as  to Central Station in about the same time. <br />From there you can easily travel to nearby cities as Amsterdam, Rotterdam and the historic city Delft.<br />If you have any questions, feel free to contact me.",2890051,7/10/2012,"Love to travel a lot in every part of the world. Love backpacking, but also sometimes staying at fancy places for a change;-) 
Because I like staying at airbnb places when I travel, I started to rent out a room in my house.
So I 'm looking forward to meet you at my place.",within an hour,100%,99%,f,1,t,t,Koningsplein en omgeving,Private room in townhouse,Private room,2,1 private bath,1,[],$75.00 ,1,28,0,0,157,4.72,4.8,4.75,4.88,4.96,4.78,4.61,t,5.63
52055479,Rental unit in Den Haag · ★4.15 · 1 bedroom · 2 beds · 1 bath,,244520390,2/21/2019,We are the Surreal Estate team and we will be your host during your stay. We manage several short stay and long stay apartments. On our website you can our full houses offer.,a few days or more,45%,12%,f,35,t,t,Zuidwal,Entire rental unit,Entire home/apt,3,1 bath,2,[],$192.00 ,2,90,21,203,20,4.15,4.4,4.3,4.3,3.65,4.85,3.9,f,1.22
52147184,Hostel in Den Haag · ★4.50 · Studio · 1 bed · 1 private bath,"The hustle and bustle of city life, with the serene relaxation of a top-quality hotel - we've got it all. (please keep in mind that we are located on the main city square surrounded by bars and restaurants so it might be noisy until late hours.)",5285926,3/2/2013,,within an hour,100%,100%,f,46,t,t,Zuidwal,Private room in hostel,Private room,2,1 private bath,1,[],$135.00 ,1,365,0,0,8,4.5,4.75,4.88,4.88,4.88,4.38,4.63,t,0.3
52157706,Rental unit in Den Haag · ★4.60 · 2 bedrooms · 2 beds · 1.5 baths,,122878891,3/27/2017,"My Name is Max. I am 28 years old. My hobbies are travelling, running and surfing at the beach of Scheveningen.
I am more then happy to welcome you in my apartment, while I am for a short trip somewhere else in Europe or in the Netherlands.",within a few hours,100%,57%,f,1,t,t,Bezuidenhout-Oost,Entire rental unit,Entire home/apt,4,1.5 baths,2,[],$114.00 ,2,4,1,22,10,4.6,4.9,4.4,4.9,4.9,4.5,4.6,f,0.37
52164719,Hostel in Den Haag · ★4.74 · Studio · 3 beds · 1 private bath,"The hustle and bustle of city life, with the serene relaxation of a top-quality hotel - we've got it all. (please keep in mind that we are located on the main city square surrounded by bars and restaurants so it might be noisy until late hours.)",5285926,3/2/2013,,within an hour,100%,100%,f,46,t,t,Zuidwal,Private room in hostel,Private room,4,1 private bath,3,[],$167.00 ,1,365,0,0,43,4.74,4.81,4.93,4.84,4.81,4.72,4.6,t,1.64
52165472,Hostel in Den Haag · ★4.58 · Studio · 1 bed · 1 private bath,"The hustle and bustle of city life, with the serene relaxation of a top-quality hotel - we've got it all. (please keep in mind that we are located on the main city square surrounded by bars and restaurants so it might be noisy until late hours.)",5285926,3/2/2013,,within an hour,100%,100%,f,46,t,t,Zuidwal,Private room in hostel,Private room,2,1 private bath,1,[],$151.00 ,1,365,0,0,48,4.58,4.63,4.71,4.83,4.88,4.75,4.54,t,1.84
52165927,Hostel in Den Haag · ★4.57 · Studio · 2 beds · 1 private bath,"The hustle and bustle of city life, with the serene relaxation of a top-quality hotel - we've got it all. (please keep in mind that we are located on the main city square surrounded by bars and restaurants so it might be noisy until late hours.)",5285926,3/2/2013,,within an hour,100%,100%,f,46,t,t,Kortenbos,Private room in hostel,Private room,3,1 private bath,2,[],$165.00 ,1,365,0,0,7,4.57,4.43,4.71,4.57,4.86,4.71,4.57,t,0.27
52182563,Hostel in Den Haag · ★4.65 · Studio · 1 bed · 1 private bath,"The hustle and bustle of city life, with the serene relaxation of a top-quality hotel - we've got it all. (please keep in mind that we are located on the main city square surrounded by bars and restaurants so it might be noisy until late hours.)",5285926,3/2/2013,,within an hour,100%,100%,f,46,t,t,Zuidwal,Private room in hostel,Private room,2,1 private bath,1,[],$167.00 ,1,365,0,0,40,4.65,4.68,4.85,4.88,4.75,4.88,4.63,t,1.51
52183047,Hostel in Den Haag · ★4.71 · Studio · 1 bed · 1 private bath,"The hustle and bustle of city life, with the serene relaxation of a top-quality hotel - we've got it all. (please keep in mind that we are located on the main city square surrounded by bars and restaurants so it might be noisy until late hours.)",5285926,3/2/2013,,within an hour,100%,100%,f,46,t,t,Zuidwal,Private room in hostel,Private room,3,1 private bath,1,[],$179.00 ,1,365,0,0,38,4.71,4.58,4.66,4.82,4.87,4.87,4.37,t,1.46
52183613,Hostel in Den Haag · ★4.40 · 2 bedrooms · 2 beds · 1 private bath,"The hustle and bustle of city life, with the serene relaxation of a top-quality hotel - we've got it all. (please keep in mind that we are located on the main city square surrounded by bars and restaurants so it might be noisy until late hours.)",5285926,3/2/2013,,within an hour,100%,100%,f,46,t,t,Zuidwal,Private room in hostel,Private room,4,1 private bath,2,[],$185.00 ,1,365,0,0,15,4.4,4.33,4.67,4.67,4.53,4.47,4.13,t,0.59
52184510,Hostel in Den Haag · ★4.23 · 2 bedrooms · 2 beds · 1 private bath,"The hustle and bustle of city life, with the serene relaxation of a top-quality hotel - we've got it all. (please keep in mind that we are located on the main city square surrounded by bars and restaurants so it might be noisy until late hours.)",5285926,3/2/2013,,within an hour,100%,100%,f,46,t,t,Zuidwal,Private room in hostel,Private room,2,1 private bath,2,[],$148.00 ,1,365,0,0,13,4.23,4.77,4.85,5,4.92,4.54,4.54,t,0.49
52186330,Hostel in Den Haag · ★4.67 · 1 bedroom · 1 bed · 1 private bath,"The hustle and bustle of city life, with the serene relaxation of a top-quality hotel - we've got it all. (please keep in mind that we are located on the main city square surrounded by bars and restaurants so it might be noisy until late hours.)",5285926,3/2/2013,,within an hour,100%,100%,f,46,t,t,Zuidwal,Private room in hostel,Private room,2,1 private bath,1,[],$111.00 ,1,365,0,0,12,4.67,4.67,4.58,4.83,4.92,4.92,4.58,t,0.45
52212781,casa particular in Den Haag · ★4.50 · 1 bedroom · 1 bed · 1.5 shared baths,,174337980,2/20/2018,,within a day,57%,55%,f,1,t,t,Bezuidenhout-Oost,Private room in casa particular,Private room,1,1.5 shared baths,1,[],$78.00 ,2,30,26,176,6,4.5,4.33,3.83,5,4.83,4.83,4.33,f,0.9
52230259,Hostel in Den Haag · ★4.67 · 1 bedroom · 1 bed · 1 private bath,"The hustle and bustle of city life, with the serene relaxation of a top-quality hotel - we've got it all. (please keep in mind that we are located on the main city square surrounded by bars and restaurants so it might be noisy until late hours.)",5285926,3/2/2013,,within an hour,100%,100%,f,46,t,t,Zuidwal,Private room in hostel,Private room,2,1 private bath,1,[],$111.00 ,1,365,0,0,12,4.67,4.83,4.92,4.58,5,4.92,4.5,t,0.45
52230825,Hostel in Den Haag · ★4.75 · Studio · 1 bed · 1 private bath,"The hustle and bustle of city life, with the serene relaxation of a top-quality hotel - we've got it all. (please keep in mind that we are located on the main city square surrounded by bars and restaurants so it might be noisy until late hours.)",5285926,3/2/2013,,within an hour,100%,100%,f,46,t,t,Zuidwal,Private room in hostel,Private room,2,1 private bath,1,[],$111.00 ,1,365,0,0,4,4.75,4.75,4.75,5,5,4.75,4.5,t,0.15
52231979,Hostel in Den Haag · ★4.50 · Studio · 1 bed · 1 private bath,"The hustle and bustle of city life, with the serene relaxation of a top-quality hotel - we've got it all. (please keep in mind that we are located on the main city square surrounded by bars and restaurants so it might be noisy until late hours.)",5285926,3/2/2013,,within an hour,100%,100%,f,46,t,t,Kortenbos,Private room in hostel,Private room,2,1 private bath,1,[],$146.00 ,1,365,0,0,8,4.5,4.63,4.75,4.63,4.63,4.75,4.38,t,0.3
52233977,Hostel in Den Haag · ★4.50 · Studio · 1 bed · 1 private bath,"The hustle and bustle of city life, with the serene relaxation of a top-quality hotel - we've got it all. (please keep in mind that we are located on the main city square surrounded by bars and restaurants so it might be noisy until late hours.)",5285926,3/2/2013,,within an hour,100%,100%,f,46,t,t,Zuidwal,Private room in hostel,Private room,2,1 private bath,1,[],$146.00 ,1,365,0,0,8,4.5,4.88,4.88,4.75,4.88,4.75,4.63,t,0.31
52238743,Condo in Den Haag · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,Lovely located close to the center of The Hague.<br /><br />Wake up to the soothing sounds of birds from the adjacent Estate Zone.,406230883,6/9/2021,"I'm a robotics teacher at the local university and absolutely love it. Being able to work with such talented students is an absolute privilege.

I would be more than happy to welcome you to the lovely studio, I'm sure you will feel right at home!",within an hour,100%,100%,t,2,t,t,Laakkwartier-Oost,Private room in condo,Private room,1,1 shared bath,1,[],$55.00 ,20,119,12,165,9,5,4.89,5,4.89,5,4.44,4.89,f,0.39
52273400,Hostel in Den Haag · ★4.57 · 1 bedroom · 1 bed · 1 private bath,"he hustle and bustle of city life, with the serene relaxation of a top-quality hotel - we've got it all. (please keep in mind that we are located on the main city square surrounded by bars and restaurants so it might be noisy until late hours.)",5285926,3/2/2013,,within an hour,100%,100%,f,46,t,t,Kortenbos,Private room in hostel,Private room,2,1 private bath,1,[],$138.00 ,1,365,0,0,7,4.57,4.43,4.71,4.86,4.86,4.86,4.71,t,0.27
52275939,Boutique hotel in Den Haag · ★5.0 · 1 bedroom · 1 bed · 1 bath,"The sea can be reached in no time and you are next to the most charming shopping area of The Hague (The Frederik Hendriklaan) where you can find exclusive boutiques, restaurants and supermarkets. Don’t forget to visit the ‘Tweede Haven’, the vibrant harbor of Scheveningen which has delicious dining opportunities. Complete your stay in The Hague with a visit to the ‘Zuiderstrandtheater’, the stunning coastal location alone being a compelling reason for a visit.",423125973,9/15/2021,,within an hour,100%,100%,t,4,t,t,Statenkwartier,Room in boutique hotel,Private room,2,1 bath,1,[],$106.00 ,1,1125,27,362,3,5,5,5,5,5,5,5,t,0.11
52277187,Hostel in Den Haag · ★4.75 · 1 bedroom · 1 bed · 1 private bath,"he hustle and bustle of city life, with the serene relaxation of a top-quality hotel - we've got it all. (please keep in mind that we are located on the main city square surrounded by bars and restaurants so it might be noisy until late hours.)",5285926,3/2/2013,,within an hour,100%,100%,f,46,t,t,Zuidwal,Private room in hostel,Private room,2,1 private bath,1,[],$145.00 ,1,365,0,0,4,4.75,4.75,5,5,5,5,4.5,t,0.16
52277589,Hostel in Den Haag · ★4.50 · 1 bedroom · 2 beds · 1 private bath,"The hustle and bustle of city life, with the serene relaxation of a top-quality hotel - we've got it all. (please keep in mind that we are located on the main city square surrounded by bars and restaurants so it might be noisy until late hours.)",5285926,3/2/2013,,within an hour,100%,100%,f,46,t,t,Zuidwal,Private room in hostel,Private room,3,1 private bath,2,[],$157.00 ,1,365,0,0,20,4.5,4.65,4.5,4.55,4.75,4.7,4.45,t,0.76
52278583,Hostel in Den Haag · ★5.0 · 1 bedroom · 1 bed · 1 private bath,"The hustle and bustle of city life, with the serene relaxation of a top-quality hotel - we've got it all. (please keep in mind that we are located on the main city square surrounded by bars and restaurants so it might be noisy until late hours.)",5285926,3/2/2013,,within an hour,100%,100%,f,46,t,t,Kortenbos,Private room in hostel,Private room,2,1 private bath,1,[],$150.00 ,1,365,0,0,4,5,5,5,5,5,5,4.75,t,0.18
52279168,Hostel in Den Haag · ★4.57 · 1 bedroom · 2 beds · 1 private bath,"he hustle and bustle of city life, with the serene relaxation of a top-quality hotel - we've got it all. (please keep in mind that we are located on the main city square surrounded by bars and restaurants so it might be noisy until late hours.)",5285926,3/2/2013,,within an hour,100%,100%,f,46,t,t,Zuidwal,Private room in hostel,Private room,3,1 private bath,2,[],$167.00 ,1,365,0,0,7,4.57,5,5,5,5,4.57,4.71,t,0.27
